,index,AceDbF,Cource,FirstSecond,OpponentPlayer,Server,Set,,TotalGame,Tournament,WinLose,ScoreServer,ScoreReturner,Side,WonA,WonB
285,71,,w,1,アンディ・マレー,圭,1,,4,201611WTF,○,40,30,Ad,1,0
286,102,,w,1,アンディ・マレー,稀,1,,5,201611WTF,○,0,0,Deuce,1,0
287,103,,w,1,アンディ・マレー,稀,1,,5,201611WTF,×,15,0,Ad,0,1
288,104,,w,1,アンディ・マレー,稀,1,,5,201611WTF,×,15,15,Deuce,0,1
289,105,,w,2,アンディ・マレー,稀,1,,5,201611WTF,×,15,30,Ad,0,1
290,106,,b,2,アンディ・マレー,稀,1,,5,201611WTF,○,15,40,Deuce,1,0
291,107,,w,1,アンディ・マレー,稀,1,,5,201611WTF,○,30,40,Ad,1,0
292,108,,c,1,アンディ・マレー,稀,1,,5,201611WTF,○,40,40,Deuce,1,0
293,109,,b,2,アンディ・マレー,稀,1,,5,201611WTF,×,Ad,40,Ad,0,1
294,111,Do,o,2,アンディ・マレー,稀,1,,5,201611WTF,○,40,Ad,Ad,1,0
295,156,,w,1,アンディ・マレー,圭,1,,6,201611WTF,○,0,0,Deuce,1,0
296,157,,c,1,アンディ・マレー,圭,1,,6,201611WTF,○,15,0,Ad,1,0
297,158,,c,2,アンディ・マレー,圭,1,,6,201611WTF,×,30,0,Deuce,0,1
298,159,,w,1,アンディ・マレー,圭,1,,6,201611WTF,○,30,15,Ad,1,0
299,160,,b,2,アンディ・マレー,圭,1,,6,201611WTF,○,40,15,Deuce,1,0
300,208,,c,1,アンディ・マレー,稀,1,,7,201611WTF,×,0,0,Deuce,0,1
301,209,,c,1,アンディ・マレー,稀,1,,7,201611WTF,×,0,15,Ad,0,1
302,210,Ac,c,1,アンディ・マレー,稀,1,,7,201611WTF,×,0,30,Deuce,0,1
303,211,,w,2,アンディ・マレー,稀,1,,7,201611WTF,×,0,40,Ad,0,1
304,263,,w,1,アンディ・マレー,圭,1,,8,201611WTF,○,0,0,Deuce,1,0
305,264,,b,2,アンディ・マレー,圭,1,,8,201611WTF,×,15,0,Ad,0,1
306,265,,c,1,アンディ・マレー,圭,1,,8,201611WTF,○,15,15,Deuce,1,0
307,266,,w,2,アンディ・マレー,圭,1,,8,201611WTF,×,30,15,Ad,0,1
308,267,,b,1,アンディ・マレー,圭,1,,8,201611WTF,○,30,30,Deuce,1,0
309,268,,w,1,アンディ・マレー,圭,1,,8,201611WTF,○,40,30,Ad,1,0
310,326,Ac,c,1,アンディ・マレー,稀,1,,9,201611WTF,×,0,0,Deuce,0,1
311,327,,w,2,アンディ・マレー,稀,1,,9,201611WTF,×,0,15,Ad,0,1
312,328,,c,2,アンディ・マレー,稀,1,,9,201611WTF,×,0,30,Deuce,0,1
313,329,,w,2,アンディ・マレー,稀,1,,9,201611WTF,○,0,40,Ad,1,0
314,330,,w,1,アンディ・マレー,稀,1,,9,201611WTF,×,15,40,Deuce,0,1
315,393,,w,1,アンディ・マレー,圭,1,,10,201611WTF,○,0,0,Deuce,1,0
316,394,,c,2,アンディ・マレー,圭,1,,10,201611WTF,○,15,0,Ad,1,0
317,395,,b,2,アンディ・マレー,圭,1,,10,201611WTF,×,30,0,Deuce,0,1
318,396,,b,2,アンディ・マレー,圭,1,,10,201611WTF,○,30,15,Ad,1,0
319,397,Dn,n,2,アンディ・マレー,圭,1,,10,201611WTF,×,40,15,Deuce,0,1
320,398,,b,1,アンディ・マレー,圭,1,,10,201611WTF,○,40,30,Ad,1,0
321,467,,b,2,アンディ・マレー,稀,1,,11,201611WTF,×,0,0,Deuce,0,1
322,468,,c,1,アンディ・マレー,稀,1,,11,201611WTF,○,0,15,Ad,1,0
323,469,,w,1,アンディ・マレー,稀,1,,11,201611WTF,×,15,15,Deuce,0,1
324,470,,c,1,アンディ・マレー,稀,1,,11,201611WTF,○,15,30,Ad,1,0
325,471,,b,1,アンディ・マレー,稀,1,,11,201611WTF,○,30,30,Deuce,1,0
326,472,,b,2,アンディ・マレー,稀,1,,11,201611WTF,×,40,30,Ad,0,1
327,473,,w,2,アンディ・マレー,稀,1,,11,201611WTF,×,40,40,Deuce,0,1
328,474,,w,2,アンディ・マレー,稀,1,,11,201611WTF,×,40,Ad,Ad,0,1
329,551,,w,2,アンディ・マレー,圭,1,,12,201611WTF,○,0,0,Deuce,1,0
330,552,,w,1,アンディ・マレー,圭,1,,12,201611WTF,×,15,0,Ad,0,1
331,553,,b,1,アンディ・マレー,圭,1,,12,201611WTF,○,15,15,Deuce,1,0
332,554,,c,2,アンディ・マレー,圭,1,,12,201611WTF,×,30,15,Ad,0,1
333,555,,b,2,アンディ・マレー,圭,1,,12,201611WTF,×,30,30,Deuce,0,1
334,556,,w,1,アンディ・マレー,圭,1,,12,201611WTF,○,30,40,Ad,1,0
335,557,,c,1,アンディ・マレー,圭,1,,12,201611WTF,○,40,40,Deuce,1,0
336,558,Do,o,2,アンディ・マレー,圭,1,,12,201611WTF,×,Ad,40,Ad,0,1
337,0,,),9,アンディ・マレー,稀,1,,13,201611WTF,○,0,0,Deuce,1,0
338,1,,b,2,アンディ・マレー,圭,1,,13,201611WTF,×,1,0,Ad,0,1
339,2,,b,2,アンディ・マレー,圭,1,,13,201611WTF,○,1,1,Deuce,1,0
340,3,,w,1,アンディ・マレー,稀,1,,13,201611WTF,×,2,1,Ad,0,1
341,4,,b,2,アンディ・マレー,稀,1,,13,201611WTF,×,2,2,Deuce,0,1
342,5,,c,2,アンディ・マレー,圭,1,,13,201611WTF,○,2,3,Ad,1,0
343,6,,w,2,アンディ・マレー,圭,1,,13,201611WTF,○,3,3,Deuce,1,0
344,7,,c,2,アンディ・マレー,稀,1,,13,201611WTF,○,4,3,Ad,1,0
345,8,,w,2,アンディ・マレー,稀,1,,13,201611WTF,○,5,3,Deuce,1,0
346,9,,w,2,アンディ・マレー,圭,1,,13,201611WTF,×,6,3,Ad,0,1
347,10,,w,1,アンディ・マレー,圭,1,,13,201611WTF,×,6,4,Deuce,0,1
348,11,,b,1,アンディ・マレー,稀,1,,13,201611WTF,×,6,5,Ad,0,1
349,12,,c,1,アンディ・マレー,稀,1,,13,201611WTF,×,6,6,Deuce,0,1
350,13,,w,1,アンディ・マレー,圭,1,,13,201611WTF,○,6,7,Ad,1,0
351,14,,c,1,アンディ・マレー,圭,1,,13,201611WTF,○,7,7,Deuce,1,0
352,15,,b,2,アンディ・マレー,稀,1,,13,201611WTF,×,8,7,Ad,0,1
353,16,,c,1,アンディ・マレー,稀,1,,13,201611WTF,×,8,8,Deuce,0,1
354,17,,w,1,アンディ・マレー,圭,1,,13,201611WTF,○,8,9,Ad,1,0
355,18,,w,2,アンディ・マレー,圭,1,,13,201611WTF,○,9,9,Deuce,1,0
356,19,,c,1,アンディ・マレー,稀,1,,13,201611WTF,○,10,9,Ad,1,0
357,0,,?,2,アンディ・マレー,圭,2,,1,201611WTF,○,0,0,Deuce,1,0
358,1,,b,2,アンディ・マレー,圭,2,,1,201611WTF,×,15,0,Ad,0,1
359,2,,b,2,アンディ・マレー,圭,2,,1,201611WTF,×,15,15,Deuce,0,1
360,3,,b,1,アンディ・マレー,圭,2,,1,201611WTF,×,15,30,Ad,0,1
361,4,,w,1,アンディ・マレー,圭,2,,1,201611WTF,○,15,40,Deuce,1,0
362,5,,w,1,アンディ・マレー,圭,2,,1,201611WTF,×,30,40,Ad,0,1
363,6,,?,2,アンディ・マレー,圭,2,,1,201611WTF,○,,,Deuce,1,0
364,7,,b,2,アンディ・マレー,圭,2,,1,201611WTF,×,40,Ad,Ad,0,1
365,12,,c,2,アンディ・マレー,稀,2,,2,201611WTF,○,0,0,Deuce,1,0
366,13,,w,2,アンディ・マレー,稀,2,,2,201611WTF,○,15,0,Ad,1,0
367,14,,w,1,アンディ・マレー,稀,2,,2,201611WTF,×,30,0,Deuce,0,1
368,15,,c,1,アンディ・マレー,稀,2,,2,201611WTF,×,30,15,Ad,0,1
369,16,,b,1,アンディ・マレー,稀,2,,2,201611WTF,×,30,30,Deuce,0,1
370,17,,w,2,アンディ・マレー,稀,2,,2,201611WTF,○,30,40,Ad,1,0
371,18,,w,1,アンディ・マレー,稀,2,,2,201611WTF,×,40,40,Deuce,0,1
372,19,,c,1,アンディ・マレー,稀,2,,2,201611WTF,×,40,Ad,Ad,0,1
373,34,,b,1,アンディ・マレー,圭,2,,3,201611WTF,○,0,0,Deuce,1,0
374,35,,w,1,アンディ・マレー,圭,2,,3,201611WTF,○,15,0,Ad,1,0
375,36,Ds,s,2,アンディ・マレー,圭,2,,3,201611WTF,×,30,0,Deuce,0,1
376,37,,b,1,アンディ・マレー,圭,2,,3,201611WTF,○,30,15,Ad,1,0
377,38,,w,1,アンディ・マレー,圭,2,,3,201611WTF,○,40,15,Deuce,1,0
378,58,Aw,w,1,アンディ・マレー,稀,2,,4,201611WTF,×,0,0,Deuce,0,1
379,59,,b,2,アンディ・マレー,稀,2,,4,201611WTF,×,0,15,Ad,0,1
380,60,,w,2,アンディ・マレー,稀,2,,4,201611WTF,×,0,30,Deuce,0,1
381,61,Aw,w,1,アンディ・マレー,稀,2,,4,201611WTF,×,0,40,Ad,0,1
382,85,,w,1,アンディ・マレー,圭,2,,5,201611WTF,○,0,0,Deuce,1,0
383,86,,b,1,アンディ・マレー,圭,2,,5,201611WTF,○,15,0,Ad,1,0
384,87,,b,1,アンディ・マレー,圭,2,,5,201611WTF,○,30,0,Deuce,1,0
385,88,,w,1,アンディ・マレー,圭,2,,5,201611WTF,○,40,0,Ad,1,0
386,116,,w,2,アンディ・マレー,稀,2,,6,201611WTF,○,0,0,Deuce,1,0
387,117,,w,1,アンディ・マレー,稀,2,,6,201611WTF,×,15,0,Ad,0,1
388,118,,w,1,アンディ・マレー,稀,2,,6,201611WTF,×,15,15,Deuce,0,1
389,119,,w,2,アンディ・マレー,稀,2,,6,201611WTF,○,15,30,Ad,1,0
390,120,,w,1,アンディ・マレー,稀,2,,6,201611WTF,×,30,30,Deuce,0,1
391,121,,c,1,アンディ・マレー,稀,2,,6,201611WTF,×,30,40,Ad,0,1
392,155,,b,2,アンディ・マレー,圭,2,,7,201611WTF,○,0,0,Deuce,1,0
393,156,,b,1,アンディ・マレー,圭,2,,7,201611WTF,○,15,0,Ad,1,0
394,157,,b,1,アンディ・マレー,圭,2,,7,201611WTF,○,30,0,Deuce,1,0
395,158,,b,1,アンディ・マレー,圭,2,,7,201611WTF,×,40,0,Ad,0,1
396,159,,w,1,アンディ・マレー,圭,2,,7,201611WTF,○,40,15,Deuce,1,0
397,198,,c,2,アンディ・マレー,稀,2,,8,201611WTF,○,0,0,Deuce,1,0
398,199,,c,1,アンディ・マレー,稀,2,,8,201611WTF,○,15,0,Ad,1,0
399,200,,w,1,アンディ・マレー,稀,2,,8,201611WTF,×,30,0,Deuce,0,1
400,201,,w,2,アンディ・マレー,稀,2,,8,201611WTF,○,30,15,Ad,1,0
401,202,,w,1,アンディ・マレー,稀,2,,8,201611WTF,×,40,15,Deuce,0,1
402,203,,c,1,アンディ・マレー,稀,2,,8,201611WTF,○,40,30,Ad,1,0
403,248,,w,1,アンディ・マレー,圭,2,,9,201611WTF,○,0,0,Deuce,1,0
404,249,,c,1,アンディ・マレー,圭,2,,9,201611WTF,×,15,0,Ad,0,1
405,250,,b,2,アンディ・マレー,圭,2,,9,201611WTF,×,15,15,Deuce,0,1
406,251,,c,1,アンディ・マレー,圭,2,,9,201611WTF,○,15,30,Ad,1,0
407,252,,w,1,アンディ・マレー,圭,2,,9,201611WTF,○,30,30,Deuce,1,0
408,253,,c,1,アンディ・マレー,圭,2,,9,201611WTF,×,40,30,Ad,0,1
409,254,,c,1,アンディ・マレー,圭,2,,9,201611WTF,○,40,40,Deuce,1,0
410,255,,c,1,アンディ・マレー,圭,2,,9,201611WTF,×,Ad,40,Ad,0,1
411,257,,w,2,アンディ・マレー,圭,2,,9,201611WTF,×,40,Ad,Ad,0,1
412,312,,w,2,アンディ・マレー,稀,2,,10,201611WTF,×,0,0,Deuce,0,1
413,313,Dn,n,2,アンディ・マレー,稀,2,,10,201611WTF,○,0,15,Ad,1,0
414,314,,c,2,アンディ・マレー,稀,2,,10,201611WTF,○,15,15,Deuce,1,0
415,315,Aw,w,1,アンディ・マレー,稀,2,,10,201611WTF,×,30,15,Ad,0,1
416,316,,w,2,アンディ・マレー,稀,2,,10,201611WTF,○,30,30,Deuce,1,0
417,317,,w,1,アンディ・マレー,稀,2,,10,201611WTF,×,40,30,Ad,0,1
418,318,,c,1,アンディ・マレー,稀,2,,10,201611WTF,×,40,40,Deuce,0,1
419,319,,w,2,アンディ・マレー,稀,2,,10,201611WTF,○,40,Ad,Ad,1,0
420,323,,b,2,アンディ・マレー,稀,2,,10,201611WTF,×,Ad,40,Ad,0,1
421,0,,b,1,アンディ・マレー,圭,3,,1,201611WTF,○,0,0,Deuce,1,0
422,1,,w,1,アンディ・マレー,圭,3,,1,201611WTF,×,15,0,Ad,0,1
423,2,,c,2,アンディ・マレー,圭,3,,1,201611WTF,○,15,15,Deuce,1,0
424,3,,b,1,アンディ・マレー,圭,3,,1,201611WTF,○,30,15,Ad,1,0
425,4,,b,1,アンディ・マレー,圭,3,,1,201611WTF,×,40,15,Deuce,0,1
426,5,,w,1,アンディ・マレー,圭,3,,1,201611WTF,×,40,30,Ad,0,1
427,6,,w,2,アンディ・マレー,圭,3,,1,201611WTF,○,40,40,Deuce,1,0
428,7,,c,1,アンディ・マレー,圭,3,,1,201611WTF,×,Ad,40,Ad,0,1
429,10,,b,1,アンディ・マレー,圭,3,,1,201611WTF,○,,,Deuce,1,0
430,20,,w,1,アンディ・マレー,稀,3,,2,201611WTF,×,0,0,Deuce,0,1
431,21,,w,2,アンディ・マレー,稀,3,,2,201611WTF,○,0,15,Ad,1,0
432,22,,c,1,アンディ・マレー,稀,3,,2,201611WTF,×,15,15,Deuce,0,1
433,23,,c,1,アンディ・マレー,稀,3,,2,201611WTF,×,15,30,Ad,0,1
434,24,,w,1,アンディ・マレー,稀,3,,2,201611WTF,○,15,40,Deuce,1,0
435,25,,c,1,アンディ・マレー,稀,3,,2,201611WTF,×,30,40,Ad,0,1
436,42,,w,1,アンディ・マレー,圭,3,,3,201611WTF,○,0,0,Deuce,1,0
437,43,,c,1,アンディ・マレー,圭,3,,3,201611WTF,○,15,0,Ad,1,0
438,44,Dn,n,2,アンディ・マレー,圭,3,,3,201611WTF,×,30,0,Deuce,0,1
439,45,Do,o,2,アンディ・マレー,圭,3,,3,201611WTF,×,30,15,Ad,0,1
440,46,,w,2,アンディ・マレー,圭,3,,3,201611WTF,×,30,30,Deuce,0,1
441,47,,b,1,アンディ・マレー,圭,3,,3,201611WTF,○,30,40,Ad,1,0
442,48,,b,2,アンディ・マレー,圭,3,,3,201611WTF,×,40,40,Deuce,0,1
443,49,,c,1,アンディ・マレー,圭,3,,3,201611WTF,×,40,Ad,Ad,0,1
444,74,,c,1,アンディ・マレー,稀,3,,4,201611WTF,○,0,0,Deuce,1,0
445,75,,b,1,アンディ・マレー,稀,3,,4,201611WTF,×,15,0,Ad,0,1
446,76,,c,2,アンディ・マレー,稀,3,,4,201611WTF,○,15,15,Deuce,1,0
447,77,,c,1,アンディ・マレー,稀,3,,4,201611WTF,×,30,15,Ad,0,1
448,78,,w,2,アンディ・マレー,稀,3,,4,201611WTF,×,30,30,Deuce,0,1
449,79,,b,2,アンディ・マレー,稀,3,,4,201611WTF,○,30,40,Ad,1,0
450,80,,w,1,アンディ・マレー,稀,3,,4,201611WTF,○,40,40,Deuce,1,0
451,81,,c,1,アンディ・マレー,稀,3,,4,201611WTF,×,Ad,40,Ad,0,1
452,85,,w,2,アンディ・マレー,稀,3,,4,201611WTF,○,40,Ad,Ad,1,0
453,126,,c,1,アンディ・マレー,圭,3,,5,201611WTF,○,0,0,Deuce,1,0
454,127,,c,1,アンディ・マレー,圭,3,,5,201611WTF,○,15,0,Ad,1,0
455,128,,b,1,アンディ・マレー,圭,3,,5,201611WTF,×,30,0,Deuce,0,1
456,129,,c,1,アンディ・マレー,圭,3,,5,201611WTF,○,30,15,Ad,1,0
457,130,,w,1,アンディ・マレー,圭,3,,5,201611WTF,×,40,15,Deuce,0,1
458,131,,w,1,アンディ・マレー,圭,3,,5,201611WTF,×,40,30,Ad,0,1
459,132,,b,2,アンディ・マレー,圭,3,,5,201611WTF,○,40,40,Deuce,1,0
460,133,,b,2,アンディ・マレー,圭,3,,5,201611WTF,×,Ad,40,Ad,0,1
461,135,Do,o,2,アンディ・マレー,圭,3,,5,201611WTF,×,40,Ad,Ad,0,1
462,184,,w,1,アンディ・マレー,稀,3,,6,201611WTF,×,0,0,Deuce,0,1
463,185,,c,1,アンディ・マレー,稀,3,,6,201611WTF,×,0,15,Ad,0,1
464,186,Do,o,2,アンディ・マレー,稀,3,,6,201611WTF,○,0,30,Deuce,1,0
465,187,,c,1,アンディ・マレー,稀,3,,6,201611WTF,×,15,30,Ad,0,1
466,188,,b,2,アンディ・マレー,稀,3,,6,201611WTF,×,15,40,Deuce,0,1
467,242,,c,2,アンディ・マレー,圭,3,,7,201611WTF,○,0,0,Deuce,1,0
468,243,,w,1,アンディ・マレー,圭,3,,7,201611WTF,○,15,0,Ad,1,0
469,244,,b,2,アンディ・マレー,圭,3,,7,201611WTF,×,30,0,Deuce,0,1
470,245,,b,2,アンディ・マレー,圭,3,,7,201611WTF,×,30,15,Ad,0,1
471,246,,w,1,アンディ・マレー,圭,3,,7,201611WTF,○,30,30,Deuce,1,0
472,247,,w,1,アンディ・マレー,圭,3,,7,201611WTF,○,40,30,Ad,1,0
473,307,,w,1,アンディ・マレー,稀,3,,8,201611WTF,○,0,0,Deuce,1,0
474,308,,w,2,アンディ・マレー,稀,3,,8,201611WTF,○,15,0,Ad,1,0
475,309,,b,2,アンディ・マレー,稀,3,,8,201611WTF,×,30,0,Deuce,0,1
476,310,,c,1,アンディ・マレー,稀,3,,8,201611WTF,×,30,15,Ad,0,1
477,311,,w,2,アンディ・マレー,稀,3,,8,201611WTF,○,30,30,Deuce,1,0
478,312,,w,2,アンディ・マレー,稀,3,,8,201611WTF,×,40,30,Ad,0,1
479,313,,w,1,アンディ・マレー,稀,3,,8,201611WTF,○,40,40,Deuce,1,0
480,314,Do,o,2,アンディ・マレー,稀,3,,8,201611WTF,○,Ad,40,Ad,1,0
481,382,,w,1,アンディ・マレー,圭,3,,9,201611WTF,○,0,0,Deuce,1,0
482,383,,w,1,アンディ・マレー,圭,3,,9,201611WTF,○,15,0,Ad,1,0
483,384,,c,1,アンディ・マレー,圭,3,,9,201611WTF,×,30,0,Deuce,0,1
484,385,,w,1,アンディ・マレー,圭,3,,9,201611WTF,○,30,15,Ad,1,0
485,386,,b,2,アンディ・マレー,圭,3,,9,201611WTF,×,40,15,Deuce,0,1
486,387,,w,1,アンディ・マレー,圭,3,,9,201611WTF,○,40,30,Ad,1,0
487,461,,c,2,アンディ・マレー,稀,3,,10,201611WTF,×,0,0,Deuce,0,1
488,462,,c,1,アンディ・マレー,稀,3,,10,201611WTF,×,0,15,Ad,0,1
489,463,,b,2,アンディ・マレー,稀,3,,10,201611WTF,×,0,30,Deuce,0,1
490,464,,b,1,アンディ・マレー,稀,3,,10,201611WTF,×,0,40,Ad,0,1
491,0,,w,1,ノバク・ジョコビッチ,乗,1,,1,201611WTF,×,0,0,Deuce,0,1
492,1,,c,2,ノバク・ジョコビッチ,乗,1,,1,201611WTF,○,0,15,Ad,1,0
493,2,,w,1,ノバク・ジョコビッチ,乗,1,,1,201611WTF,×,15,15,Deuce,0,1
494,3,,c,2,ノバク・ジョコビッチ,乗,1,,1,201611WTF,×,15,30,Ad,0,1
495,4,,w,1,ノバク・ジョコビッチ,乗,1,,1,201611WTF,×,15,40,Deuce,0,1
496,5,,c,1,ノバク・ジョコビッチ,圭,1,,2,201611WTF,×,0,0,Deuce,0,1
497,6,,b,1,ノバク・ジョコビッチ,圭,1,,2,201611WTF,○,0,15,Ad,1,0
498,7,,w,1,ノバク・ジョコビッチ,圭,1,,2,201611WTF,×,15,15,Deuce,0,1
499,8,,w,2,ノバク・ジョコビッチ,圭,1,,2,201611WTF,○,15,30,Ad,1,0
500,9,Ac,c,1,ノバク・ジョコビッチ,圭,1,,2,201611WTF,○,30,30,Deuce,1,0
501,10,,b,1,ノバク・ジョコビッチ,圭,1,,2,201611WTF,×,40,30,Ad,0,1
502,11,,c,2,ノバク・ジョコビッチ,圭,1,,2,201611WTF,×,40,40,Deuce,0,1
503,12,,w,1,ノバク・ジョコビッチ,圭,1,,2,201611WTF,○,40,Ad,Ad,1,0
504,17,,c,2,ノバク・ジョコビッチ,圭,1,,2,201611WTF,×,,,Deuce,0,1
505,36,,b,1,ノバク・ジョコビッチ,乗,1,,3,201611WTF,×,0,0,Deuce,0,1
506,37,,c,2,ノバク・ジョコビッチ,乗,1,,3,201611WTF,×,0,15,Ad,0,1
507,38,,c,1,ノバク・ジョコビッチ,乗,1,,3,201611WTF,○,0,30,Deuce,1,0
508,39,,w,2,ノバク・ジョコビッチ,乗,1,,3,201611WTF,×,15,30,Ad,0,1
509,40,,c,1,ノバク・ジョコビッチ,乗,1,,3,201611WTF,×,15,40,Deuce,0,1
510,55,,b,2,ノバク・ジョコビッチ,圭,1,,2,201611WTF,×,Ad,40,Ad,0,1
511,65,,w,1,ノバク・ジョコビッチ,圭,1,,4,201611WTF,×,0,0,Deuce,0,1
512,66,,b,1,ノバク・ジョコビッチ,圭,1,,4,201611WTF,×,0,15,Ad,0,1
513,67,,w,1,ノバク・ジョコビッチ,圭,1,,4,201611WTF,×,0,30,Deuce,0,1
514,68,Ac,c,1,ノバク・ジョコビッチ,圭,1,,4,201611WTF,○,0,40,Ad,1,0
515,69,,w,1,ノバク・ジョコビッチ,圭,1,,4,201611WTF,×,15,40,Deuce,0,1
516,99,,b,1,ノバク・ジョコビッチ,乗,1,,5,201611WTF,○,0,0,Deuce,1,0
517,100,,b,1,ノバク・ジョコビッチ,乗,1,,5,201611WTF,×,15,0,Ad,0,1
518,101,,w,1,ノバク・ジョコビッチ,乗,1,,5,201611WTF,×,15,15,Deuce,0,1
519,102,,c,1,ノバク・ジョコビッチ,乗,1,,5,201611WTF,×,15,30,Ad,0,1
520,103,,c,2,ノバク・ジョコビッチ,乗,1,,5,201611WTF,○,15,40,Deuce,1,0
521,104,,c,1,ノバク・ジョコビッチ,乗,1,,5,201611WTF,○,30,40,Ad,1,0
522,105,,w,2,ノバク・ジョコビッチ,乗,1,,5,201611WTF,○,40,40,Deuce,1,0
523,106,,c,2,ノバク・ジョコビッチ,乗,1,,5,201611WTF,○,Ad,40,Ad,1,0
524,144,,w,1,ノバク・ジョコビッチ,圭,1,,6,201611WTF,×,0,0,Deuce,0,1
525,145,,w,1,ノバク・ジョコビッチ,圭,1,,6,201611WTF,×,0,15,Ad,0,1
526,146,,c,1,ノバク・ジョコビッチ,圭,1,,6,201611WTF,○,0,30,Deuce,1,0
527,147,,w,2,ノバク・ジョコビッチ,圭,1,,6,201611WTF,○,15,30,Ad,1,0
528,148,,c,2,ノバク・ジョコビッチ,圭,1,,6,201611WTF,×,30,30,Deuce,0,1
529,149,,w,1,ノバク・ジョコビッチ,圭,1,,6,201611WTF,×,30,40,Ad,0,1
530,193,,c,2,ノバク・ジョコビッチ,乗,1,,7,201611WTF,×,0,0,Deuce,0,1
531,194,,c,2,ノバク・ジョコビッチ,乗,1,,7,201611WTF,○,0,15,Ad,1,0
532,195,,c,1,ノバク・ジョコビッチ,乗,1,,7,201611WTF,×,15,15,Deuce,0,1
533,196,,c,2,ノバク・ジョコビッチ,乗,1,,7,201611WTF,×,15,30,Ad,0,1
534,197,,b,1,ノバク・ジョコビッチ,乗,1,,7,201611WTF,○,15,40,Deuce,1,0
535,198,,b,2,ノバク・ジョコビッチ,乗,1,,7,201611WTF,○,30,40,Ad,1,0
536,199,,c,1,ノバク・ジョコビッチ,乗,1,,7,201611WTF,○,40,40,Deuce,1,0
537,200,Aw,w,1,ノバク・ジョコビッチ,乗,1,,7,201611WTF,×,Ad,40,Ad,0,1
538,204,,c,1,ノバク・ジョコビッチ,乗,1,,7,201611WTF,×,40,Ad,Ad,0,1
539,0,,w,1,ノバク・ジョコビッチ,圭,2,,1,201611WTF,○,0,0,Deuce,1,0
540,1,,c,1,ノバク・ジョコビッチ,圭,2,,1,201611WTF,×,15,0,Ad,0,1
541,2,,c,1,ノバク・ジョコビッチ,圭,2,,1,201611WTF,×,15,15,Deuce,0,1
542,3,,w,2,ノバク・ジョコビッチ,圭,2,,1,201611WTF,×,15,30,Ad,0,1
543,4,,b,1,ノバク・ジョコビッチ,圭,2,,1,201611WTF,○,15,40,Deuce,1,0
544,5,,w,2,ノバク・ジョコビッチ,圭,2,,1,201611WTF,×,30,40,Ad,0,1
545,6,,w,1,ノバク・ジョコビッチ,圭,2,,1,201611WTF,○,,,Deuce,1,0
546,7,,c,1,ノバク・ジョコビッチ,圭,2,,1,201611WTF,×,40,Ad,Ad,0,1
547,12,,c,1,ノバク・ジョコビッチ,乗,2,,2,201611WTF,×,0,0,Deuce,0,1
548,13,,w,1,ノバク・ジョコビッチ,乗,2,,2,201611WTF,×,0,15,Ad,0,1
549,14,Dn,n,2,ノバク・ジョコビッチ,乗,2,,2,201611WTF,○,0,30,Deuce,1,0
550,15,,w,1,ノバク・ジョコビッチ,乗,2,,2,201611WTF,×,15,30,Ad,0,1
551,16,,c,1,ノバク・ジョコビッチ,乗,2,,2,201611WTF,×,15,40,Deuce,0,1
552,28,,b,2,ノバク・ジョコビッチ,圭,2,,3,201611WTF,×,0,0,Deuce,0,1
553,29,,w,1,ノバク・ジョコビッチ,圭,2,,3,201611WTF,○,0,15,Ad,1,0
554,30,,w,1,ノバク・ジョコビッチ,圭,2,,3,201611WTF,×,15,15,Deuce,0,1
555,31,,w,2,ノバク・ジョコビッチ,圭,2,,3,201611WTF,×,15,30,Ad,0,1
556,32,,w,1,ノバク・ジョコビッチ,圭,2,,3,201611WTF,○,15,40,Deuce,1,0
557,33,,c,1,ノバク・ジョコビッチ,圭,2,,3,201611WTF,○,30,40,Ad,1,0
558,34,,c,1,ノバク・ジョコビッチ,圭,2,,3,201611WTF,×,40,40,Deuce,0,1
559,35,,w,1,ノバク・ジョコビッチ,圭,2,,3,201611WTF,×,40,Ad,Ad,0,1
560,55,,w,2,ノバク・ジョコビッチ,乗,2,,4,201611WTF,○,0,0,Deuce,1,0
561,56,,w,1,ノバク・ジョコビッチ,乗,2,,4,201611WTF,×,15,0,Ad,0,1
562,57,,w,1,ノバク・ジョコビッチ,乗,2,,4,201611WTF,×,15,15,Deuce,0,1
563,58,,w,2,ノバク・ジョコビッチ,乗,2,,4,201611WTF,×,15,30,Ad,0,1
564,59,,w,1,ノバク・ジョコビッチ,乗,2,,4,201611WTF,×,15,40,Deuce,0,1
565,84,,c,1,ノバク・ジョコビッチ,圭,2,,5,201611WTF,×,0,0,Deuce,0,1
566,85,,c,2,ノバク・ジョコビッチ,圭,2,,5,201611WTF,×,0,15,Ad,0,1
567,86,,c,1,ノバク・ジョコビッチ,圭,2,,5,201611WTF,○,0,30,Deuce,1,0
568,87,Ac,c,1,ノバク・ジョコビッチ,圭,2,,5,201611WTF,○,15,30,Ad,1,0
569,88,Af,f,1,ノバク・ジョコビッチ,圭,2,,5,201611WTF,○,30,30,Deuce,1,0
570,89,,c,1,ノバク・ジョコビッチ,圭,2,,5,201611WTF,○,40,30,Ad,1,0
571,120,,w,1,ノバク・ジョコビッチ,乗,2,,6,201611WTF,×,0,0,Deuce,0,1
572,121,,c,2,ノバク・ジョコビッチ,乗,2,,6,201611WTF,×,0,15,Ad,0,1
