index,Tournament,OpponentPlayer,Set,TotalGame,Server,WinLose,FirstSecond,Cource,Speed,AceDbF,ScoreServer,ScoreReturner,Side,WonA,WonB
70,201808全米オープン,ガエル・モンフィス,2,5,蛙,×,2,w,144,,30,40,Ad,0,1
95,201808全米オープン,ガエル・モンフィス,2,6,圭,×,2,b,143,,0,0,Deuce,0,1
96,201808全米オープン,ガエル・モンフィス,2,6,圭,×,1,w,173,,0,15,Ad,0,1
97,201808全米オープン,ガエル・モンフィス,2,6,圭,○,1,w,159,,0,30,Deuce,1,0
98,201808全米オープン,ガエル・モンフィス,2,6,圭,×,1,w,186,,15,30,Ad,0,1
99,201808全米オープン,ガエル・モンフィス,2,6,圭,○,1,w,157,,15,40,Deuce,1,0
100,201808全米オープン,ガエル・モンフィス,2,6,圭,○,2,w,140,,30,40,Ad,1,0
101,201808全米オープン,ガエル・モンフィス,2,6,圭,○,1,b,177,,40,40,Deuce,1,0
102,201808全米オープン,ガエル・モンフィス,2,6,圭,×,1,c,175,,Ad,40,Ad,0,1
104,201808全米オープン,ガエル・モンフィス,2,6,圭,○,1,c,193,,40,Ad,Ad,1,0
203,201808全米オープン,ガエル・モンフィス,2,7,蛙,○,1,w,160,,0,0,Deuce,1,0
204,201808全米オープン,ガエル・モンフィス,2,7,蛙,×,1,b,156,,15,0,Ad,0,1
205,201808全米オープン,ガエル・モンフィス,2,7,蛙,×,2,w,146,,15,15,Deuce,0,1
206,201808全米オープン,ガエル・モンフィス,2,7,蛙,×,1,c,175,,15,30,Ad,0,1
207,201808全米オープン,ガエル・モンフィス,2,7,蛙,○,1,w,181,,15,40,Deuce,1,0
208,201808全米オープン,ガエル・モンフィス,2,7,蛙,○,1,c,185,,30,40,Ad,1,0
209,201808全米オープン,ガエル・モンフィス,2,7,蛙,○,2,o,,Do,40,40,Deuce,1,0
210,201808全米オープン,ガエル・モンフィス,2,7,蛙,○,2,c,146,,Ad,40,Ad,1,0
211,201808全米オープン,ガエル・モンフィス,2,8,圭,○,2,c,144,,0,0,Deuce,1,0
212,201808全米オープン,ガエル・モンフィス,2,8,圭,○,1,c,177,,15,0,Ad,1,0
213,201808全米オープン,ガエル・モンフィス,2,8,圭,○,1,c,188,Ac,30,0,Deuce,1,0
214,201808全米オープン,ガエル・モンフィス,2,8,圭,×,2,n,,Dn,40,0,Ad,0,1
215,201808全米オープン,ガエル・モンフィス,2,8,圭,○,1,b,173,,40,15,Deuce,1,0
273,201808全米オープン,ガエル・モンフィス,2,9,蛙,○,1,c,135,,0,0,Deuce,1,0
274,201808全米オープン,ガエル・モンフィス,2,9,蛙,×,1,w,143,,15,0,Ad,0,1
275,201808全米オープン,ガエル・モンフィス,2,9,蛙,○,2,n,,Dn,15,15,Deuce,1,0
276,201808全米オープン,ガエル・モンフィス,2,9,蛙,○,1,c,178,,30,15,Ad,1,0
277,201808全米オープン,ガエル・モンフィス,2,9,蛙,○,1,w,172,,40,15,Deuce,1,0
0,201808全米オープン,マリン・チリッチ,1,1,地,×,1,w,188,Aw,0,0,Deuce,0,1
1,201808全米オープン,マリン・チリッチ,1,1,地,×,1,c,193,Ac,0,15,Ad,0,1
2,201808全米オープン,マリン・チリッチ,1,1,地,○,2,b,146,,0,30,Deuce,1,0
3,201808全米オープン,マリン・チリッチ,1,1,地,×,2,w,146,,15,30,Ad,0,1
4,201808全米オープン,マリン・チリッチ,1,1,地,×,1,w,180,,15,40,Deuce,0,1
10,201808全米オープン,マリン・チリッチ,1,2,圭,○,2,w,138,,0,0,Deuce,1,0
11,201808全米オープン,マリン・チリッチ,1,2,圭,×,2,w,131,,15,0,Ad,0,1
12,201808全米オープン,マリン・チリッチ,1,2,圭,○,2,c,138,,15,15,Deuce,1,0
13,201808全米オープン,マリン・チリッチ,1,2,圭,×,1,b,159,,30,15,Ad,0,1
14,201808全米オープン,マリン・チリッチ,1,2,圭,○,2,c,140,,30,30,Deuce,1,0
15,201808全米オープン,マリン・チリッチ,1,2,圭,×,2,w,143,,40,30,Ad,0,1
16,201808全米オープン,マリン・チリッチ,1,2,圭,○,2,c,146,,40,40,Deuce,1,0
17,201808全米オープン,マリン・チリッチ,1,2,圭,○,1,w,181,,Ad,40,Ad,1,0
31,201808全米オープン,マリン・チリッチ,1,3,地,×,1,c,197,,0,0,Deuce,0,1
32,201808全米オープン,マリン・チリッチ,1,3,地,×,2,b,146,,0,15,Ad,0,1
33,201808全米オープン,マリン・チリッチ,1,3,地,×,2,w,167,,0,30,Deuce,0,1
34,201808全米オープン,マリン・チリッチ,1,3,地,×,1,c,201,,0,40,Ad,0,1
52,201808全米オープン,マリン・チリッチ,1,4,圭,×,1,c,175,,0,0,Deuce,0,1
53,201808全米オープン,マリン・チリッチ,1,4,圭,×,2,w,135,,0,15,Ad,0,1
54,201808全米オープン,マリン・チリッチ,1,4,圭,○,2,c,,,0,30,Deuce,1,0
55,201808全米オープン,マリン・チリッチ,1,4,圭,×,9,b,170,,15,30,Ad,0,1
56,201808全米オープン,マリン・チリッチ,1,4,圭,×,2,c,146,,15,40,Deuce,0,1
79,201808全米オープン,マリン・チリッチ,1,5,英,×,1,w,165,,0,0,Deuce,0,1
80,201808全米オープン,マリン・チリッチ,1,5,英,○,2,w,151,,0,15,Ad,1,0
81,201808全米オープン,マリン・チリッチ,1,5,英,×,1,w,168,,15,15,Deuce,0,1
82,201808全米オープン,マリン・チリッチ,1,5,英,×,2,w,148,,15,30,Ad,0,1
83,201808全米オープン,マリン・チリッチ,1,5,英,×,2,b,165,,15,40,Deuce,0,1
111,201808全米オープン,マリン・チリッチ,1,6,圭,○,1,w,146,,0,0,Deuce,1,0
112,201808全米オープン,マリン・チリッチ,1,6,圭,○,1,c,175,,15,0,Ad,1,0
113,201808全米オープン,マリン・チリッチ,1,6,圭,○,2,c,149,,30,0,Deuce,1,0
114,201808全米オープン,マリン・チリッチ,1,6,圭,○,1,w,168,,40,0,Ad,1,0
146,201808全米オープン,マリン・チリッチ,1,7,地,×,1,c,217,Ac,0,0,Deuce,0,1
147,201808全米オープン,マリン・チリッチ,1,7,地,×,1,c,181,,0,15,Ad,0,1
148,201808全米オープン,マリン・チリッチ,1,7,地,×,2,b,162,,0,30,Deuce,0,1
149,201808全米オープン,マリン・チリッチ,1,7,地,○,2,b,143,,0,40,Ad,1,0
150,201808全米オープン,マリン・チリッチ,1,7,地,×,2,b,149,,15,40,Deuce,0,1
187,201808全米オープン,マリン・チリッチ,1,8,圭,○,2,c,140,,0,0,Deuce,1,0
188,201808全米オープン,マリン・チリッチ,1,8,圭,×,2,c,151,,15,0,Ad,0,1
189,201808全米オープン,マリン・チリッチ,1,8,圭,○,1,c,189,Ac,15,15,Deuce,1,0
190,201808全米オープン,マリン・チリッチ,1,8,圭,×,1,w,164,,30,15,Ad,0,1
191,201808全米オープン,マリン・チリッチ,1,8,圭,×,2,c,140,,30,30,Deuce,0,1
192,201808全米オープン,マリン・チリッチ,1,8,圭,×,2,w,130,,30,40,Ad,0,1
0,201808全米オープン,マリン・チリッチ,2,1,地,×,2,b,151,,0,0,Deuce,0,1
1,201808全米オープン,マリン・チリッチ,2,1,地,×,2,b,165,,0,15,Ad,0,1
2,201808全米オープン,マリン・チリッチ,2,1,地,×,1,b,180,,0,30,Deuce,0,1
3,201808全米オープン,マリン・チリッチ,2,1,地,×,1,c,160,,0,40,Ad,0,1
8,201808全米オープン,マリン・チリッチ,2,2,圭,×,2,c,135,,0,0,Deuce,0,1
9,201808全米オープン,マリン・チリッチ,2,2,圭,○,2,w,133,,0,15,Ad,1,0
10,201808全米オープン,マリン・チリッチ,2,2,圭,○,2,c,138,,15,15,Deuce,1,0
11,201808全米オープン,マリン・チリッチ,2,2,圭,○,1,c,193,,30,15,Ad,1,0
12,201808全米オープン,マリン・チリッチ,2,2,圭,○,1,w,152,,40,15,Deuce,1,0
22,201808全米オープン,マリン・チリッチ,2,3,地,×,1,c,215,Ac,0,0,Deuce,0,1
23,201808全米オープン,マリン・チリッチ,2,3,地,×,1,w,20,Aw,0,15,Ad,0,1
24,201808全米オープン,マリン・チリッチ,2,3,地,×,2,a,160,,0,30,Deuce,0,1
25,201808全米オープン,マリン・チリッチ,2,3,地,×,2,b,162,,0,40,Ad,0,1
39,201808全米オープン,マリン・チリッチ,2,4,圭,○,1,w,156,,0,0,Deuce,1,0
40,201808全米オープン,マリン・チリッチ,2,4,圭,○,1,w,185,,15,0,Ad,1,0
41,201808全米オープン,マリン・チリッチ,2,4,圭,○,2,w,141,,30,0,Deuce,1,0
42,201808全米オープン,マリン・チリッチ,2,4,圭,×,2,w,128,,40,0,Ad,0,1
43,201808全米オープン,マリン・チリッチ,2,4,圭,○,2,c,156,,40,15,Deuce,1,0
62,201808全米オープン,マリン・チリッチ,2,5,地,○,2,c,154,,0,0,Deuce,1,0
63,201808全米オープン,マリン・チリッチ,2,5,地,×,1,c,194,,15,0,Ad,0,1
64,201808全米オープン,マリン・チリッチ,2,5,地,×,1,w,168,,15,15,Deuce,0,1
65,201808全米オープン,マリン・チリッチ,2,5,地,×,1,c,202,Ac,15,30,Ad,0,1
66,201808全米オープン,マリン・チリッチ,2,5,地,○,2,o,,Do,15,40,Deuce,1,0
67,201808全米オープン,マリン・チリッチ,2,5,地,×,2,w,141,,30,40,Ad,0,1
92,201808全米オープン,マリン・チリッチ,2,6,圭,○,1,w,151,,0,0,Deuce,1,0
93,201808全米オープン,マリン・チリッチ,2,6,圭,×,2,w,131,,15,0,Ad,0,1
94,201808全米オープン,マリン・チリッチ,2,6,圭,×,2,s,,Ds,15,15,Deuce,0,1
95,201808全米オープン,マリン・チリッチ,2,6,圭,×,2,w,127,,15,30,Ad,0,1
96,201808全米オープン,マリン・チリッチ,2,6,圭,○,1,w,152,,15,40,Deuce,1,0
97,201808全米オープン,マリン・チリッチ,2,6,圭,×,1,w,180,,30,40,Ad,0,1
128,201808全米オープン,マリン・チリッチ,2,7,圭,○,2,c,154,,0,0,Deuce,1,0
129,201808全米オープン,マリン・チリッチ,2,7,圭,○,1,w,210,,15,0,Ad,1,0
130,201808全米オープン,マリン・チリッチ,2,7,圭,○,1,w,197,,30,0,Deuce,1,0
131,201808全米オープン,マリン・チリッチ,2,7,圭,○,2,w,148,,40,0,Ad,1,0
166,201808全米オープン,マリン・チリッチ,2,8,地,○,2,c,135,,0,0,Deuce,1,0
167,201808全米オープン,マリン・チリッチ,2,8,地,○,1,c,183,,15,0,Ad,1,0
168,201808全米オープン,マリン・チリッチ,2,8,地,○,1,w,143,,30,0,Deuce,1,0
169,201808全米オープン,マリン・チリッチ,2,8,地,×,1,c,196,,40,0,Ad,0,1
170,201808全米オープン,マリン・チリッチ,2,8,地,○,1,b,186,,40,15,Deuce,1,0
210,201808全米オープン,マリン・チリッチ,2,9,地,×,1,w,186,,0,0,Deuce,0,1
211,201808全米オープン,マリン・チリッチ,2,9,地,○,2,c,156,,0,15,Ad,1,0
212,201808全米オープン,マリン・チリッチ,2,9,地,×,1,w,178,,15,15,Deuce,0,1
213,201808全米オープン,マリン・チリッチ,2,9,地,○,1,b,199,,15,30,Ad,1,0
214,201808全米オープン,マリン・チリッチ,2,9,地,○,2,c,146,,30,30,Deuce,1,0
215,201808全米オープン,マリン・チリッチ,2,9,地,○,2,n,,Dn,40,30,Ad,1,0
261,201808全米オープン,マリン・チリッチ,2,10,圭,○,1,w,173,,0,0,Deuce,1,0
262,201808全米オープン,マリン・チリッチ,2,10,圭,×,2,o,,Do,15,0,Ad,0,1
263,201808全米オープン,マリン・チリッチ,2,10,圭,×,1,w,160,,15,15,Deuce,0,1
264,201808全米オープン,マリン・チリッチ,2,10,圭,○,1,c,178,,15,30,Ad,1,0
265,201808全米オープン,マリン・チリッチ,2,10,圭,○,1,w,157,,30,30,Deuce,1,0
266,201808全米オープン,マリン・チリッチ,2,10,圭,○,2,b,140,,40,30,Ad,1,0
0,201808全米オープン,マリン・チリッチ,3,1,地,○,1,b,177,,0,0,Deuce,1,0
1,201808全米オープン,マリン・チリッチ,3,1,地,○,1,w,205,,15,0,Ad,1,0
2,201808全米オープン,マリン・チリッチ,3,1,地,×,1,w,178,,30,0,Deuce,0,1
3,201808全米オープン,マリン・チリッチ,3,1,地,×,1,w,201,,30,15,Ad,0,1
4,201808全米オープン,マリン・チリッチ,3,1,地,○,1,c,207,,30,30,Deuce,1,0
5,201808全米オープン,マリン・チリッチ,3,1,地,○,2,w,136,,40,30,Ad,1,0
12,201808全米オープン,マリン・チリッチ,3,2,圭,○,1,c,189,,0,0,Deuce,1,0
13,201808全米オープン,マリン・チリッチ,3,2,圭,○,1,c,180,,15,0,Ad,1,0
14,201808全米オープン,マリン・チリッチ,3,2,圭,×,2,c,149,,30,0,Deuce,0,1
15,201808全米オープン,マリン・チリッチ,3,2,圭,×,2,b,143,,30,15,Ad,0,1
16,201808全米オープン,マリン・チリッチ,3,2,圭,○,1,c,188,,30,30,Deuce,1,0
17,201808全米オープン,マリン・チリッチ,3,2,圭,○,1,w,183,Aw,40,30,Ad,1,0
30,201808全米オープン,マリン・チリッチ,3,3,地,×,1,c,201,Ac,0,0,Deuce,0,1
31,201808全米オープン,マリン・チリッチ,3,3,地,×,1,c,167,,0,15,Ad,0,1
32,201808全米オープン,マリン・チリッチ,3,3,地,×,2,c,151,,0,30,Deuce,0,1
33,201808全米オープン,マリン・チリッチ,3,3,地,×,1,c,193,Ac,0,40,Ad,0,1
50,201808全米オープン,マリン・チリッチ,3,4,圭,○,1,w,157,,0,0,Deuce,1,0
51,201808全米オープン,マリン・チリッチ,3,4,圭,×,1,w,165,,15,0,Ad,0,1
52,201808全米オープン,マリン・チリッチ,3,4,圭,○,1,w,138,,15,15,Deuce,1,0
53,201808全米オープン,マリン・チリッチ,3,4,圭,○,2,w,138,,30,15,Ad,1,0
54,201808全米オープン,マリン・チリッチ,3,4,圭,×,2,w,122,,40,15,Deuce,0,1
55,201808全米オープン,マリン・チリッチ,3,4,圭,×,2,w,156,,40,30,Ad,0,1
56,201808全米オープン,マリン・チリッチ,3,4,圭,×,1,c,177,,40,40,Deuce,0,1
57,201808全米オープン,マリン・チリッチ,3,4,圭,○,1,w,159,,40,Ad,Ad,1,0
59,201808全米オープン,マリン・チリッチ,3,4,圭,○,,,186,,Ad,40,Ad,1,0
86,201808全米オープン,マリン・チリッチ,3,5,地,×,2,b,,,0,0,Deuce,0,1
87,201808全米オープン,マリン・チリッチ,3,5,地,×,8,a,181,,0,15,Ad,0,1
88,201808全米オープン,マリン・チリッチ,3,5,地,○,1,b,194,,0,30,Deuce,1,0
89,201808全米オープン,マリン・チリッチ,3,5,地,×,1,c,193,,15,30,Ad,0,1
90,201808全米オープン,マリン・チリッチ,3,5,地,×,1,c,212,,15,40,Deuce,0,1
122,201808全米オープン,マリン・チリッチ,3,6,圭,×,2,b,135,,0,0,Deuce,0,1
123,201808全米オープン,マリン・チリッチ,3,6,圭,×,1,c,173,,0,15,Ad,0,1
124,201808全米オープン,マリン・チリッチ,3,6,圭,○,1,w,152,,0,30,Deuce,1,0
125,201808全米オープン,マリン・チリッチ,3,6,圭,×,1,c,178,,15,30,Ad,0,1
126,201808全米オープン,マリン・チリッチ,3,6,圭,○,2,c,131,,15,40,Deuce,1,0
127,201808全米オープン,マリン・チリッチ,3,6,圭,○,1,c,186,,30,40,Ad,1,0
128,201808全米オープン,マリン・チリッチ,3,6,圭,○,1,b,185,,40,40,Deuce,1,0
129,201808全米オープン,マリン・チリッチ,3,6,圭,×,2,w,130,,Ad,40,Ad,0,1
189,201808全米オープン,マリン・チリッチ,3,7,地,○,2,w,165,,0,0,Deuce,1,0
190,201808全米オープン,マリン・チリッチ,3,7,地,○,1,c,186,,15,0,Ad,1,0
191,201808全米オープン,マリン・チリッチ,3,7,地,×,1,w,175,,30,0,Deuce,0,1
192,201808全米オープン,マリン・チリッチ,3,7,地,×,2,c,167,,30,15,Ad,0,1
193,201808全米オープン,マリン・チリッチ,3,7,地,×,1,w,193,,30,30,Deuce,0,1
194,201808全米オープン,マリン・チリッチ,3,7,地,×,1,w,210,Aw,30,40,Ad,0,1
250,201808全米オープン,マリン・チリッチ,3,8,圭,×,1,w,146,,0,0,Deuce,0,1
251,201808全米オープン,マリン・チリッチ,3,8,圭,×,2,c,146,,0,15,Ad,0,1
252,201808全米オープン,マリン・チリッチ,3,8,圭,×,1,w,146,,0,30,Deuce,0,1
253,201808全米オープン,マリン・チリッチ,3,8,圭,×,1,c,173,,0,40,Ad,0,1
313,201808全米オープン,マリン・チリッチ,3,9,地,○,2,c,168,,0,0,Deuce,1,0
314,201808全米オープン,マリン・チリッチ,3,9,地,×,1,w,202,,15,0,Ad,0,1
315,201808全米オープン,マリン・チリッチ,3,9,地,×,1,w,177,Aw,15,15,Deuce,0,1
316,201808全米オープン,マリン・チリッチ,3,9,地,×,2,w,149,,15,30,Ad,0,1
317,201808全米オープン,マリン・チリッチ,3,9,地,×,1,w,,,15,40,Deuce,0,1
382,201808全米オープン,マリン・チリッチ,3,10,圭,○,1,c,175,,0,0,Deuce,1,0
383,201808全米オープン,マリン・チリッチ,3,10,圭,○,1,c,168,,15,0,Ad,1,0
384,201808全米オープン,マリン・チリッチ,3,10,圭,○,1,w,157,,30,0,Deuce,1,0
385,201808全米オープン,マリン・チリッチ,3,10,圭,○,2,w,144,,40,0,Ad,1,0
454,201808全米オープン,マリン・チリッチ,3,11,地,×,1,c,196,,0,0,Deuce,0,1
455,201808全米オープン,マリン・チリッチ,3,11,地,×,1,c,188,,0,15,Ad,0,1
456,201808全米オープン,マリン・チリッチ,3,11,地,×,1,c,214,,0,30,Deuce,0,1
457,201808全米オープン,マリン・チリッチ,3,11,地,×,1,c,193,,0,40,Ad,0,1
530,201808全米オープン,マリン・チリッチ,3,12,圭,○,1,w,157,,0,0,Deuce,1,0
531,201808全米オープン,マリン・チリッチ,3,12,圭,○,2,w,131,,15,0,Ad,1,0
532,201808全米オープン,マリン・チリッチ,3,12,圭,○,2,c,148,,30,0,Deuce,1,0
533,201808全米オープン,マリン・チリッチ,3,12,圭,○,1,w,173,,40,0,Ad,1,0
0,201808全米オープン,マリン・チリッチ,3,13,地,×,2,c,,,0,0,Deuce,0,1
1,201808全米オープン,マリン・チリッチ,3,13,圭,○,1,c,175,,0,1,Ad,1,0
2,201808全米オープン,マリン・チリッチ,3,13,圭,○,1,c,188,Ac,1,1,Deuce,1,0
3,201808全米オープン,マリン・チリッチ,3,13,地,○,1,c,191,,2,1,Ad,1,0
4,201808全米オープン,マリン・チリッチ,3,13,地,×,2,c,,,3,1,Deuce,0,1
5,201808全米オープン,マリン・チリッチ,3,13,圭,×,1,c,175,,3,2,Ad,0,1
6,201808全米オープン,マリン・チリッチ,3,13,圭,×,1,c,183,,3,3,Deuce,0,1
7,201808全米オープン,マリン・チリッチ,3,13,地,○,2,n,,Dn,3,4,Ad,1,0
8,201808全米オープン,マリン・チリッチ,3,13,地,○,2,n,,Dn,4,4,Deuce,1,0
9,201808全米オープン,マリン・チリッチ,3,13,圭,×,2,w,,,5,4,Ad,0,1
10,201808全米オープン,マリン・チリッチ,3,13,圭,○,1,c,167,,5,5,Deuce,1,0
11,201808全米オープン,マリン・チリッチ,3,13,地,○,2,w,,,6,5,Ad,1,0
0,201808全米オープン,マリン・チリッチ,4,1,圭,×,2,c,141,,0,0,Deuce,0,1
1,201808全米オープン,マリン・チリッチ,4,1,圭,○,1,w,165,,0,15,Ad,1,0
2,201808全米オープン,マリン・チリッチ,4,1,圭,○,1,c,177,,15,15,Deuce,1,0
3,201808全米オープン,マリン・チリッチ,4,1,圭,×,1,w,175,,30,15,Ad,0,1
4,201808全米オープン,マリン・チリッチ,4,1,圭,○,1,w,157,,30,30,Deuce,1,0
5,201808全米オープン,マリン・チリッチ,4,1,圭,○,1,w,173,Aw,40,30,Ad,1,0
7,201808全米オープン,マリン・チリッチ,4,1,圭,○,1,w,165,,Ad,40,Ad,1,0
12,201808全米オープン,マリン・チリッチ,4,2,地,×,2,w,167,,0,0,Deuce,0,1
13,201808全米オープン,マリン・チリッチ,4,2,地,×,2,b,146,,0,15,Ad,0,1
14,201808全米オープン,マリン・チリッチ,4,2,地,×,2,b,159,,0,30,Deuce,0,1
15,201808全米オープン,マリン・チリッチ,4,2,地,×,1,c,194,Ac,0,40,Ad,0,1
26,201808全米オープン,マリン・チリッチ,4,3,圭,×,2,c,149,,0,0,Deuce,0,1
27,201808全米オープン,マリン・チリッチ,4,3,圭,×,2,w,130,,0,15,Ad,0,1
28,201808全米オープン,マリン・チリッチ,4,3,圭,○,2,b,138,,0,30,Deuce,1,0
29,201808全米オープン,マリン・チリッチ,4,3,圭,○,1,w,180,,15,30,Ad,1,0
30,201808全米オープン,マリン・チリッチ,4,3,圭,×,1,w,162,,30,30,Deuce,0,1
31,201808全米オープン,マリン・チリッチ,4,3,圭,○,1,c,188,,30,40,Ad,1,0
32,201808全米オープン,マリン・チリッチ,4,3,圭,×,1,b,165,,40,40,Deuce,0,1
33,201808全米オープン,マリン・チリッチ,4,3,圭,○,1,c,177,,40,Ad,Ad,1,0
35,201808全米オープン,マリン・チリッチ,4,3,圭,○,2,w,146,,Ad,40,Ad,1,0
56,201808全米オープン,マリン・チリッチ,4,4,地,×,2,b,162,,0,0,Deuce,0,1
57,201808全米オープン,マリン・チリッチ,4,4,地,×,1,b,194,,0,15,Ad,0,1
58,201808全米オープン,マリン・チリッチ,4,4,地,○,2,b,144,,0,30,Deuce,1,0
59,201808全米オープン,マリン・チリッチ,4,4,地,×,1,c,193,,15,30,Ad,0,1
60,201808全米オープン,マリン・チリッチ,4,4,地,×,1,w,172,Aw,15,40,Deuce,0,1
86,201808全米オープン,マリン・チリッチ,4,5,圭,○,1,w,,,0,0,Deuce,1,0
87,201808全米オープン,マリン・チリッチ,4,5,圭,○,3,w,120,,15,0,Ad,1,0
88,201808全米オープン,マリン・チリッチ,4,5,圭,○,1,c,194,,30,0,Deuce,1,0
89,201808全米オープン,マリン・チリッチ,4,5,圭,○,1,b,165,,40,0,Ad,1,0
119,201808全米オープン,マリン・チリッチ,4,6,地,×,1,w,177,,0,0,Deuce,0,1
120,201808全米オープン,マリン・チリッチ,4,6,地,○,1,c,188,,0,15,Ad,1,0
121,201808全米オープン,マリン・チリッチ,4,6,地,×,1,w,181,,15,15,Deuce,0,1
122,201808全米オープン,マリン・チリッチ,4,6,地,×,1,c,199,,15,30,Ad,0,1
123,201808全米オープン,マリン・チリッチ,4,6,地,×,1,w,,,15,40,Deuce,0,1
158,201808全米オープン,マリン・チリッチ,4,7,圭,×,1,w,156,,0,0,Deuce,0,1
159,201808全米オープン,マリン・チリッチ,4,7,圭,×,1,c,181,,0,15,Ad,0,1
160,201808全米オープン,マリン・チリッチ,4,7,圭,×,2,w,148,,0,30,Deuce,0,1
161,201808全米オープン,マリン・チリッチ,4,7,圭,○,1,w,165,,0,40,Ad,1,0
162,201808全米オープン,マリン・チリッチ,4,7,圭,×,2,w,143,,15,40,Deuce,0,1
0,201808全米オープン,ディエゴ・シュワルツマン,1,1,朱,×,1,w,157,,0,0,Deuce,0,1
1,201808全米オープン,ディエゴ・シュワルツマン,1,1,朱,×,1,c,172,,0,15,Ad,0,1
2,201808全米オープン,ディエゴ・シュワルツマン,1,1,朱,×,2,c,131,,0,30,Deuce,0,1
3,201808全米オープン,ディエゴ・シュワルツマン,1,1,朱,×,2,c,156,,0,40,Ad,0,1
8,201808全米オープン,ディエゴ・シュワルツマン,1,2,圭,○,1,w,159,Aw,0,0,Deuce,1,0
9,201808全米オープン,ディエゴ・シュワルツマン,1,2,圭,○,1,w,181,,15,0,Ad,1,0
10,201808全米オープン,ディエゴ・シュワルツマン,1,2,圭,×,1,b,177,,30,0,Deuce,0,1
11,201808全米オープン,ディエゴ・シュワルツマン,1,2,圭,×,1,w,181,,30,15,Ad,0,1
12,201808全米オープン,ディエゴ・シュワルツマン,1,2,圭,×,1,w,157,,30,30,Deuce,0,1
13,201808全米オープン,ディエゴ・シュワルツマン,1,2,圭,×,1,w,122,,30,40,Ad,0,1
24,201808全米オープン,ディエゴ・シュワルツマン,1,3,朱,○,2,n,,Dn,0,0,Deuce,1,0
25,201808全米オープン,ディエゴ・シュワルツマン,1,3,朱,×,1,c,164,,15,0,Ad,0,1
26,201808全米オープン,ディエゴ・シュワルツマン,1,3,朱,×,1,b,160,,15,15,Deuce,0,1
27,201808全米オープン,ディエゴ・シュワルツマン,1,3,朱,×,1,c,162,,15,30,Ad,0,1
28,201808全米オープン,ディエゴ・シュワルツマン,1,3,朱,×,1,w,156,,15,40,Deuce,0,1
44,201808全米オープン,ディエゴ・シュワルツマン,1,4,圭,×,2,c,144,,0,0,Deuce,0,1
45,201808全米オープン,ディエゴ・シュワルツマン,1,4,圭,○,1,c,164,,0,15,Ad,1,0
46,201808全米オープン,ディエゴ・シュワルツマン,1,4,圭,○,2,v,148,,15,15,Deuce,1,0
47,201808全米オープン,ディエゴ・シュワルツマン,1,4,圭,○,1,c,170,,30,15,Ad,1,0
48,201808全米オープン,ディエゴ・シュワルツマン,1,4,圭,○,1,w,157,,40,15,Deuce,1,0
69,201808全米オープン,ディエゴ・シュワルツマン,1,5,朱,○,1,b,170,,0,0,Deuce,1,0
70,201808全米オープン,ディエゴ・シュワルツマン,1,5,朱,×,2,w,128,,15,0,Ad,0,1
71,201808全米オープン,ディエゴ・シュワルツマン,1,5,朱,○,2,w,140,,15,15,Deuce,1,0
72,201808全米オープン,ディエゴ・シュワルツマン,1,5,朱,×,1,c,175,,30,15,Ad,0,1
73,201808全米オープン,ディエゴ・シュワルツマン,1,5,朱,×,1,w,162,,30,30,Deuce,0,1
74,201808全米オープン,ディエゴ・シュワルツマン,1,5,朱,○,1,b,16,,30,40,Ad,1,0
75,201808全米オープン,ディエゴ・シュワルツマン,1,5,朱,○,9,w,159,,40,40,Deuce,1,0
76,201808全米オープン,ディエゴ・シュワルツマン,1,5,朱,×,1,c,159,,Ad,40,Ad,0,1
80,201808全米オープン,ディエゴ・シュワルツマン,1,5,朱,×,1,w,111,,40,Ad,Ad,0,1
113,201808全米オープン,ディエゴ・シュワルツマン,1,6,圭,○,2,c,133,,0,0,Deuce,1,0
114,201808全米オープン,ディエゴ・シュワルツマン,1,6,圭,○,1,w,172,,15,0,Ad,1,0
115,201808全米オープン,ディエゴ・シュワルツマン,1,6,圭,○,1,c,185,,30,0,Deuce,1,0
116,201808全米オープン,ディエゴ・シュワルツマン,1,6,圭,○,2,w,140,,40,0,Ad,1,0
153,201808全米オープン,ディエゴ・シュワルツマン,1,7,朱,○,1,b,167,,0,0,Deuce,1,0
154,201808全米オープン,ディエゴ・シュワルツマン,1,7,朱,○,2,w,131,,15,0,Ad,1,0
155,201808全米オープン,ディエゴ・シュワルツマン,1,7,朱,×,1,w,148,,30,0,Deuce,0,1
156,201808全米オープン,ディエゴ・シュワルツマン,1,7,朱,×,1,w,154,,30,15,Ad,0,1
157,201808全米オープン,ディエゴ・シュワルツマン,1,7,朱,×,2,w,138,,30,30,Deuce,0,1
158,201808全米オープン,ディエゴ・シュワルツマン,1,7,朱,○,1,c,162,,30,40,Ad,1,0
159,201808全米オープン,ディエゴ・シュワルツマン,1,7,朱,○,2,c,135,,40,40,Deuce,1,0
160,201808全米オープン,ディエゴ・シュワルツマン,1,7,朱,○,2,b,135,,Ad,40,Ad,1,0
205,201808全米オープン,ディエゴ・シュワルツマン,1,8,圭,×,1,w,151,,0,0,Deuce,0,1
206,201808全米オープン,ディエゴ・シュワルツマン,1,8,圭,×,1,w,177,,0,15,Ad,0,1
207,201808全米オープン,ディエゴ・シュワルツマン,1,8,圭,○,2,b,146,,0,30,Deuce,1,0
