index,Tournament,OpponentPlayer,Set,TotalGame,Server,WinLose,FirstSecond,Cource,Speed,AceDbF,ScoreServer,ScoreReturner,Side,WonA,WonB
4,201808全米オープン,ノバク・ジョコビッチ,2,1,圭,×,1,b,172,,30,30,Deuce,0,1
5,201808全米オープン,ノバク・ジョコビッチ,2,1,圭,○,2,w,130,,30,40,Ad,1,0
6,201808全米オープン,ノバク・ジョコビッチ,2,1,圭,○,2,c,146,,40,40,Deuce,1,0
7,201808全米オープン,ノバク・ジョコビッチ,2,1,圭,×,2,w,131,,Ad,40,Ad,0,1
9,201808全米オープン,ノバク・ジョコビッチ,2,1,圭,○,1,c,191,,40,Ad,Ad,1,0
18,201808全米オープン,ノバク・ジョコビッチ,2,2,獏,×,1,w,168,,0,0,Deuce,0,1
19,201808全米オープン,ノバク・ジョコビッチ,2,2,獏,○,2,w,127,,0,15,Ad,1,0
20,201808全米オープン,ノバク・ジョコビッチ,2,2,獏,×,2,w,154,,15,15,Deuce,0,1
21,201808全米オープン,ノバク・ジョコビッチ,2,2,獏,○,2,o,,Do,15,30,Ad,1,0
22,201808全米オープン,ノバク・ジョコビッチ,2,2,獏,×,1,w,159,,30,30,Deuce,0,1
23,201808全米オープン,ノバク・ジョコビッチ,2,2,獏,○,2,w,128,,30,40,Ad,1,0
24,201808全米オープン,ノバク・ジョコビッチ,2,2,獏,○,2,o,,Do,40,40,Deuce,1,0
25,201808全米オープン,ノバク・ジョコビッチ,2,2,獏,×,2,w,119,,Ad,40,Ad,0,1
29,201808全米オープン,ノバク・ジョコビッチ,2,2,獏,×,1,w,183,,40,Ad,Ad,0,1
60,201808全米オープン,ノバク・ジョコビッチ,2,3,圭,○,1,c,188,,0,0,Deuce,1,0
61,201808全米オープン,ノバク・ジョコビッチ,2,3,圭,×,1,w,189,,15,0,Ad,0,1
62,201808全米オープン,ノバク・ジョコビッチ,2,3,圭,○,2,c,140,,15,15,Deuce,1,0
63,201808全米オープン,ノバク・ジョコビッチ,2,3,圭,○,2,w,138,,30,15,Ad,1,0
64,201808全米オープン,ノバク・ジョコビッチ,2,3,圭,○,2,c,148,,40,15,Deuce,1,0
100,201808全米オープン,ノバク・ジョコビッチ,2,4,獏,×,1,b,183,,0,0,Deuce,0,1
101,201808全米オープン,ノバク・ジョコビッチ,2,4,獏,×,2,c,154,,0,15,Ad,0,1
102,201808全米オープン,ノバク・ジョコビッチ,2,4,獏,×,1,w,170,,0,30,Deuce,0,1
103,201808全米オープン,ノバク・ジョコビッチ,2,4,獏,×,1,w,178,,0,40,Ad,0,1
143,201808全米オープン,ノバク・ジョコビッチ,2,5,圭,×,1,w,157,,0,0,Deuce,0,1
144,201808全米オープン,ノバク・ジョコビッチ,2,5,圭,×,2,w,128,,0,15,Ad,0,1
145,201808全米オープン,ノバク・ジョコビッチ,2,5,圭,×,1,w,154,,0,30,Deuce,0,1
146,201808全米オープン,ノバク・ジョコビッチ,2,5,圭,○,2,w,135,,0,40,Ad,1,0
147,201808全米オープン,ノバク・ジョコビッチ,2,5,圭,○,1,c,193,,15,40,Deuce,1,0
148,201808全米オープン,ノバク・ジョコビッチ,2,5,圭,○,2,w,130,,30,40,Ad,1,0
149,201808全米オープン,ノバク・ジョコビッチ,2,5,圭,×,1,c,189,,40,40,Deuce,0,1
150,201808全米オープン,ノバク・ジョコビッチ,2,5,圭,×,2,w,131,,40,Ad,Ad,0,1
198,201808全米オープン,ノバク・ジョコビッチ,2,6,獏,○,1,w,168,,0,0,Deuce,1,0
199,201808全米オープン,ノバク・ジョコビッチ,2,6,獏,×,1,w,185,,15,0,Ad,0,1
200,201808全米オープン,ノバク・ジョコビッチ,2,6,獏,×,2,c,127,,15,15,Deuce,0,1
201,201808全米オープン,ノバク・ジョコビッチ,2,6,獏,×,1,b,188,,15,30,Ad,0,1
202,201808全米オープン,ノバク・ジョコビッチ,2,6,獏,×,1,w,165,,15,40,Deuce,0,1
255,201808全米オープン,ノバク・ジョコビッチ,2,7,圭,×,2,n,,Dn,0,0,Deuce,0,1
256,201808全米オープン,ノバク・ジョコビッチ,2,7,圭,○,2,w,141,,0,15,Ad,1,0
257,201808全米オープン,ノバク・ジョコビッチ,2,7,圭,○,2,b,140,,15,15,Deuce,1,0
258,201808全米オープン,ノバク・ジョコビッチ,2,7,圭,○,1,w,178,,30,15,Ad,1,0
259,201808全米オープン,ノバク・ジョコビッチ,2,7,圭,×,1,w,151,,40,15,Deuce,0,1
260,201808全米オープン,ノバク・ジョコビッチ,2,7,圭,○,1,c,180,,40,30,Ad,1,0
319,201808全米オープン,ノバク・ジョコビッチ,2,8,獏,×,1,c,183,,0,0,Deuce,0,1
320,201808全米オープン,ノバク・ジョコビッチ,2,8,獏,×,1,c,180,,0,15,Ad,0,1
321,201808全米オープン,ノバク・ジョコビッチ,2,8,獏,×,1,w,164,,0,30,Deuce,0,1
322,201808全米オープン,ノバク・ジョコビッチ,2,8,獏,○,1,c,181,,0,40,Ad,1,0
323,201808全米オープン,ノバク・ジョコビッチ,2,8,獏,×,1,c,188,,15,40,Deuce,0,1
387,201808全米オープン,ノバク・ジョコビッチ,2,9,圭,×,2,b,151,,0,0,Deuce,0,1
388,201808全米オープン,ノバク・ジョコビッチ,2,9,圭,○,1,c,168,,0,15,Ad,1,0
389,201808全米オープン,ノバク・ジョコビッチ,2,9,圭,×,1,w,162,,15,15,Deuce,0,1
390,201808全米オープン,ノバク・ジョコビッチ,2,9,圭,○,1,c,173,,15,30,Ad,1,0
391,201808全米オープン,ノバク・ジョコビッチ,2,9,圭,○,2,c,141,,30,30,Deuce,1,0
392,201808全米オープン,ノバク・ジョコビッチ,2,9,圭,○,1,c,168,,40,30,Ad,1,0
462,201808全米オープン,ノバク・ジョコビッチ,2,10,獏,×,1,c,186,Ac,0,0,Deuce,0,1
463,201808全米オープン,ノバク・ジョコビッチ,2,10,獏,×,2,b,127,,0,15,Ad,0,1
464,201808全米オープン,ノバク・ジョコビッチ,2,10,獏,○,2,c,136,,0,30,Deuce,1,0
465,201808全米オープン,ノバク・ジョコビッチ,2,10,獏,×,2,b,141,,15,30,Ad,0,1
466,201808全米オープン,ノバク・ジョコビッチ,2,10,獏,×,2,w,165,,15,40,Deuce,0,1
0,201808全米オープン,ノバク・ジョコビッチ,3,1,圭,○,1,c,183,,0,0,Deuce,1,0
1,201808全米オープン,ノバク・ジョコビッチ,3,1,圭,○,2,w,146,,15,0,Ad,1,0
2,201808全米オープン,ノバク・ジョコビッチ,3,1,圭,○,1,b,168,,30,0,Deuce,1,0
3,201808全米オープン,ノバク・ジョコビッチ,3,1,圭,○,2,w,143,,40,0,Ad,1,0
8,201808全米オープン,ノバク・ジョコビッチ,3,2,獏,×,1,c,181,,0,0,Deuce,0,1
9,201808全米オープン,ノバク・ジョコビッチ,3,2,獏,×,2,w,130,,0,15,Ad,0,1
10,201808全米オープン,ノバク・ジョコビッチ,3,2,獏,○,2,w,157,,0,30,Deuce,1,0
11,201808全米オープン,ノバク・ジョコビッチ,3,2,獏,○,1,w,186,,15,30,Ad,1,0
12,201808全米オープン,ノバク・ジョコビッチ,3,2,獏,×,2,w,159,,30,30,Deuce,0,1
13,201808全米オープン,ノバク・ジョコビッチ,3,2,獏,×,1,w,183,,30,40,Ad,0,1
24,201808全米オープン,ノバク・ジョコビッチ,3,3,圭,×,1,w,157,,0,0,Deuce,0,1
25,201808全米オープン,ノバク・ジョコビッチ,3,3,圭,×,1,c,189,,0,15,Ad,0,1
26,201808全米オープン,ノバク・ジョコビッチ,3,3,圭,○,,,189,,0,30,Deuce,1,0
27,201808全米オープン,ノバク・ジョコビッチ,3,3,圭,×,,,189,,15,30,Ad,0,1
28,201808全米オープン,ノバク・ジョコビッチ,3,3,圭,×,,,189,,15,40,Deuce,0,1
44,201808全米オープン,ノバク・ジョコビッチ,3,4,獏,×,2,w,140,,0,0,Deuce,0,1
45,201808全米オープン,ノバク・ジョコビッチ,3,4,獏,×,1,w,188,,0,15,Ad,0,1
46,201808全米オープン,ノバク・ジョコビッチ,3,4,獏,×,1,c,181,,0,30,Deuce,0,1
47,201808全米オープン,ノバク・ジョコビッチ,3,4,獏,×,1,c,186,,0,40,Ad,0,1
67,201808全米オープン,ノバク・ジョコビッチ,3,5,圭,○,2,b,143,,0,0,Deuce,1,0
68,201808全米オープン,ノバク・ジョコビッチ,3,5,圭,○,1,w,185,,15,0,Ad,1,0
69,201808全米オープン,ノバク・ジョコビッチ,3,5,圭,×,2,b,141,,30,0,Deuce,0,1
70,201808全米オープン,ノバク・ジョコビッチ,3,5,圭,×,1,w,175,,30,15,Ad,0,1
71,201808全米オープン,ノバク・ジョコビッチ,3,5,圭,○,1,w,151,,30,30,Deuce,1,0
72,201808全米オープン,ノバク・ジョコビッチ,3,5,圭,×,2,c,151,,40,30,Ad,0,1
73,201808全米オープン,ノバク・ジョコビッチ,3,5,圭,○,1,c,181,,40,40,Deuce,1,0
74,201808全米オープン,ノバク・ジョコビッチ,3,5,圭,×,2,w,138,,Ad,40,Ad,0,1
76,201808全米オープン,ノバク・ジョコビッチ,3,5,圭,○,2,w,128,,40,Ad,Ad,1,0
110,201808全米オープン,ノバク・ジョコビッチ,3,6,獏,×,2,c,128,,0,0,Deuce,0,1
111,201808全米オープン,ノバク・ジョコビッチ,3,6,獏,○,1,w,183,,0,15,Ad,1,0
112,201808全米オープン,ノバク・ジョコビッチ,3,6,獏,×,2,c,135,,15,15,Deuce,0,1
113,201808全米オープン,ノバク・ジョコビッチ,3,6,獏,×,1,w,185,,15,30,Ad,0,1
114,201808全米オープン,ノバク・ジョコビッチ,3,6,獏,×,1,w,167,,15,40,Deuce,0,1
151,201808全米オープン,ノバク・ジョコビッチ,3,7,圭,○,1,w,152,,0,0,Deuce,1,0
152,201808全米オープン,ノバク・ジョコビッチ,3,7,圭,×,1,w,151,,15,0,Ad,0,1
153,201808全米オープン,ノバク・ジョコビッチ,3,7,圭,×,2,c,146,,15,15,Deuce,0,1
154,201808全米オープン,ノバク・ジョコビッチ,3,7,圭,×,1,c,185,,15,30,Ad,0,1
155,201808全米オープン,ノバク・ジョコビッチ,3,7,圭,○,1,c,181,Ac,15,40,Deuce,1,0
197,201808全米オープン,ノバク・ジョコビッチ,3,8,獏,○,1,w,170,,0,0,Deuce,1,0
198,201808全米オープン,ノバク・ジョコビッチ,3,8,獏,×,1,w,185,,15,0,Ad,0,1
199,201808全米オープン,ノバク・ジョコビッチ,3,8,獏,×,2,w,162,,15,15,Deuce,0,1
200,201808全米オープン,ノバク・ジョコビッチ,3,8,獏,○,1,c,183,,15,30,Ad,1,0
201,201808全米オープン,ノバク・ジョコビッチ,3,8,獏,×,2,c,136,,30,30,Deuce,0,1
202,201808全米オープン,ノバク・ジョコビッチ,3,8,獏,○,1,c,185,,30,40,Ad,1,0
203,201808全米オープン,ノバク・ジョコビッチ,3,8,獏,×,2,w,160,,40,40,Deuce,0,1
204,201808全米オープン,ノバク・ジョコビッチ,3,8,獏,×,1,w,185,,40,Ad,Ad,0,1
0,201808全米オープン,マーテラー,1,1,丸,○,,,,,0,0,Deuce,1,0
1,201808全米オープン,マーテラー,1,1,丸,×,,,,,15,0,Ad,0,1
2,201808全米オープン,マーテラー,1,1,丸,×,,,,,15,15,Deuce,0,1
3,201808全米オープン,マーテラー,1,1,丸,○,,,,,15,30,Ad,1,0
4,201808全米オープン,マーテラー,1,1,丸,○,,,,,30,30,Deuce,1,0
5,201808全米オープン,マーテラー,1,1,丸,×,,,,,40,30,Ad,0,1
6,201808全米オープン,マーテラー,1,1,丸,○,,,,,40,40,Deuce,1,0
7,201808全米オープン,マーテラー,1,1,丸,×,,,,,Ad,40,Ad,0,1
12,201808全米オープン,マーテラー,1,2,圭,○,1,w,162,,0,0,Deuce,1,0
13,201808全米オープン,マーテラー,1,2,圭,×,2,n,,Dn,15,0,Ad,0,1
14,201808全米オープン,マーテラー,1,2,圭,○,1,c,188,,15,15,Deuce,1,0
15,201808全米オープン,マーテラー,1,2,圭,○,2,w,133,,30,15,Ad,1,0
16,201808全米オープン,マーテラー,1,2,圭,○,1,b,170,,40,15,Deuce,1,0
22,201808全米オープン,マーテラー,1,3,丸,×,1,c,197,,0,0,Deuce,0,1
23,201808全米オープン,マーテラー,1,3,丸,○,1,w,193,,0,15,Ad,1,0
24,201808全米オープン,マーテラー,1,3,丸,×,2,b,170,,15,15,Deuce,0,1
25,201808全米オープン,マーテラー,1,3,丸,○,1,w,197,,15,30,Ad,1,0
26,201808全米オープン,マーテラー,1,3,丸,×,1,c,185,,30,30,Deuce,0,1
27,201808全米オープン,マーテラー,1,3,丸,○,1,c,207,,30,40,Ad,1,0
28,201808全米オープン,マーテラー,1,3,丸,○,2,b,170,,40,40,Deuce,1,0
29,201808全米オープン,マーテラー,1,3,丸,○,1,w,,,Ad,40,Ad,1,0
43,201808全米オープン,マーテラー,1,4,圭,○,1,b,173,,0,0,Deuce,1,0
44,201808全米オープン,マーテラー,1,4,圭,○,2,c,130,,15,0,Ad,1,0
45,201808全米オープン,マーテラー,1,4,圭,×,2,b,130,,30,0,Deuce,0,1
46,201808全米オープン,マーテラー,1,4,圭,○,1,w,177,,30,15,Ad,1,0
47,201808全米オープン,マーテラー,1,4,圭,×,2,b,143,,40,15,Deuce,0,1
48,201808全米オープン,マーテラー,1,4,圭,○,1,w,183,,40,30,Ad,1,0
68,201808全米オープン,マーテラー,1,5,丸,○,1,c,188,,0,0,Deuce,1,0
69,201808全米オープン,マーテラー,1,5,丸,○,1,w,194,,15,0,Ad,1,0
70,201808全米オープン,マーテラー,1,5,丸,×,1,c,194,,30,0,Deuce,0,1
71,201808全米オープン,マーテラー,1,5,丸,×,2,w,167,,30,15,Ad,0,1
72,201808全米オープン,マーテラー,1,5,丸,×,2,c,164,,30,30,Deuce,0,1
73,201808全米オープン,マーテラー,1,5,丸,×,1,w,197,,30,40,Ad,0,1
99,201808全米オープン,マーテラー,1,6,圭,○,1,b,197,,0,0,Deuce,1,0
100,201808全米オープン,マーテラー,1,6,圭,○,1,c,172,,15,0,Ad,1,0
101,201808全米オープン,マーテラー,1,6,圭,○,2,w,148,,30,0,Deuce,1,0
102,201808全米オープン,マーテラー,1,6,圭,×,2,w,131,,40,0,Ad,0,1
103,201808全米オープン,マーテラー,1,6,圭,○,2,w,149,,40,15,Deuce,1,0
134,201808全米オープン,マーテラー,1,7,丸,○,1,c,189,,0,0,Deuce,1,0
135,201808全米オープン,マーテラー,1,7,丸,○,2,w,168,,15,0,Ad,1,0
136,201808全米オープン,マーテラー,1,7,丸,×,1,b,186,,30,0,Deuce,0,1
137,201808全米オープン,マーテラー,1,7,丸,×,1,w,185,,30,15,Ad,0,1
138,201808全米オープン,マーテラー,1,7,丸,○,1,w,197,,30,30,Deuce,1,0
139,201808全米オープン,マーテラー,1,7,丸,×,1,b,165,,40,30,Ad,0,1
140,201808全米オープン,マーテラー,1,7,丸,×,2,w,156,,40,40,Deuce,0,1
141,201808全米オープン,マーテラー,1,7,丸,×,1,w,,,40,Ad,Ad,0,1
180,201808全米オープン,マーテラー,1,8,圭,○,1,w,164,,0,0,Deuce,1,0
181,201808全米オープン,マーテラー,1,8,圭,○,1,w,175,,15,0,Ad,1,0
182,201808全米オープン,マーテラー,1,8,圭,○,2,w,144,,30,0,Deuce,1,0
183,201808全米オープン,マーテラー,1,8,圭,○,1,w,170,,40,0,Ad,1,0
0,201808全米オープン,マーテラー,2,1,丸,×,2,c,173,,0,0,Deuce,0,1
1,201808全米オープン,マーテラー,2,1,丸,×,1,w,194,,0,15,Ad,0,1
2,201808全米オープン,マーテラー,2,1,丸,×,2,c,172,,0,30,Deuce,0,1
3,201808全米オープン,マーテラー,2,1,丸,○,2,o,,Do,0,40,Ad,1,0
4,201808全米オープン,マーテラー,2,1,丸,×,1,w,186,Aw,15,40,Deuce,0,1
10,201808全米オープン,マーテラー,2,2,圭,○,2,b,136,,0,0,Deuce,1,0
11,201808全米オープン,マーテラー,2,2,圭,○,2,c,131,,15,0,Ad,1,0
12,201808全米オープン,マーテラー,2,2,圭,○,2,w,135,,30,0,Deuce,1,0
13,201808全米オープン,マーテラー,2,2,圭,○,2,c,141,,40,0,Ad,1,0
23,201808全米オープン,マーテラー,2,3,丸,○,1,w,202,,0,0,Deuce,1,0
24,201808全米オープン,マーテラー,2,3,丸,×,1,w,197,,15,0,Ad,0,1
25,201808全米オープン,マーテラー,2,3,丸,×,2,c,175,,15,15,Deuce,0,1
26,201808全米オープン,マーテラー,2,3,丸,×,1,c,202,Ac,15,30,Ad,0,1
27,201808全米オープン,マーテラー,2,3,丸,○,2,w,156,,15,40,Deuce,1,0
28,201808全米オープン,マーテラー,2,3,丸,○,2,w,162,,30,40,Ad,1,0
29,201808全米オープン,マーテラー,2,3,丸,×,1,w,196,,40,40,Deuce,0,1
30,201808全米オープン,マーテラー,2,3,丸,×,1,w,178,,40,Ad,Ad,0,1
48,201808全米オープン,マーテラー,2,4,圭,×,1,w,159,,0,0,Deuce,0,1
49,201808全米オープン,マーテラー,2,4,圭,×,1,c,189,,0,15,Ad,0,1
50,201808全米オープン,マーテラー,2,4,圭,○,2,c,135,,0,30,Deuce,1,0
51,201808全米オープン,マーテラー,2,4,圭,○,2,w,138,,15,30,Ad,1,0
52,201808全米オープン,マーテラー,2,4,圭,○,2,b,131,,30,30,Deuce,1,0
53,201808全米オープン,マーテラー,2,4,圭,○,1,w,178,,40,30,Ad,1,0
77,201808全米オープン,マーテラー,2,5,丸,○,1,w,156,,0,0,Deuce,1,0
78,201808全米オープン,マーテラー,2,5,丸,○,1,w,183,,15,0,Ad,1,0
79,201808全米オープン,マーテラー,2,5,丸,○,1,b,183,,30,0,Deuce,1,0
80,201808全米オープン,マーテラー,2,5,丸,×,1,c,193,Ac,40,0,Ad,0,1
81,201808全米オープン,マーテラー,2,5,丸,○,2,w,159,,40,15,Deuce,1,0
110,201808全米オープン,マーテラー,2,6,圭,○,1,c,188,Ac,0,0,Deuce,1,0
111,201808全米オープン,マーテラー,2,6,圭,○,1,c,170,Ac,15,0,Ad,1,0
112,201808全米オープン,マーテラー,2,6,圭,○,1,c,183,,30,0,Deuce,1,0
113,201808全米オープン,マーテラー,2,6,圭,○,1,c,172,,40,0,Ad,1,0
146,201808全米オープン,マーテラー,2,7,丸,○,1,c,194,,0,0,Deuce,1,0
147,201808全米オープン,マーテラー,2,7,丸,×,1,w,180,,15,0,Ad,0,1
148,201808全米オープン,マーテラー,2,7,丸,×,1,w,186,Aw,15,15,Deuce,0,1
149,201808全米オープン,マーテラー,2,7,丸,○,1,w,188,,15,30,Ad,1,0
150,201808全米オープン,マーテラー,2,7,丸,○,1,w,175,,30,30,Deuce,1,0
151,201808全米オープン,マーテラー,2,7,丸,×,2,c,167,,40,30,Ad,0,1
152,201808全米オープン,マーテラー,2,7,丸,○,1,c,183,,40,40,Deuce,1,0
153,201808全米オープン,マーテラー,2,7,丸,○,1,b,191,,Ad,40,Ad,1,0
194,201808全米オープン,マーテラー,2,8,圭,○,2,c,146,,0,0,Deuce,1,0
195,201808全米オープン,マーテラー,2,8,圭,○,1,w,185,Aw,15,0,Ad,1,0
196,201808全米オープン,マーテラー,2,8,圭,○,2,w,149,,30,0,Deuce,1,0
197,201808全米オープン,マーテラー,2,8,圭,○,2,w,131,,40,0,Ad,1,0
199,201808全米オープン,マーテラー,2,1,丸,×,2,w,165,,15,0,Ad,0,1
200,201808全米オープン,マーテラー,2,1,丸,○,2,c,175,,15,15,Deuce,1,0
201,201808全米オープン,マーテラー,2,1,丸,×,1,b,188,,30,15,Ad,0,1
202,201808全米オープン,マーテラー,2,1,丸,×,2,w,160,,30,30,Deuce,0,1
203,201808全米オープン,マーテラー,2,1,丸,×,2,w,164,,30,40,Ad,0,1
205,201808全米オープン,マーテラー,2,1,丸,×,2,w,165,,40,Ad,Ad,0,1
211,201808全米オープン,マーテラー,2,2,圭,○,1,w,178,,0,15,Ad,1,0
212,201808全米オープン,マーテラー,2,2,圭,○,2,b,143,,15,15,Deuce,1,0
213,201808全米オープン,マーテラー,2,2,圭,○,1,c,173,,30,15,Ad,1,0
214,201808全米オープン,マーテラー,2,2,圭,○,1,w,143,,40,15,Deuce,1,0
227,201808全米オープン,マーテラー,2,3,丸,○,1,b,199,,0,15,Ad,1,0
0,201808全米オープン,マーテラー,3,1,丸,○,1,w,180,,0,0,Deuce,1,0
1,201808全米オープン,マーテラー,3,1,丸,×,2,w,165,,15,0,Ad,0,1
2,201808全米オープン,マーテラー,3,1,丸,○,2,c,175,,15,15,Deuce,1,0
3,201808全米オープン,マーテラー,3,1,丸,×,1,b,188,,30,15,Ad,0,1
4,201808全米オープン,マーテラー,3,1,丸,×,2,w,160,,30,30,Deuce,0,1
5,201808全米オープン,マーテラー,3,1,丸,×,2,w,164,,30,40,Ad,0,1
6,201808全米オープン,マーテラー,3,2,圭,×,1,w,152,,0,0,Deuce,0,1
7,201808全米オープン,マーテラー,3,2,圭,○,1,w,178,,0,15,Ad,1,0
8,201808全米オープン,マーテラー,3,2,圭,○,2,b,143,,15,15,Deuce,1,0
9,201808全米オープン,マーテラー,3,2,圭,○,1,c,173,,30,15,Ad,1,0
10,201808全米オープン,マーテラー,3,2,圭,○,1,w,143,,40,15,Deuce,1,0
11,201808全米オープン,マーテラー,3,3,丸,×,2,w,159,,0,0,Deuce,0,1
12,201808全米オープン,マーテラー,3,3,丸,○,1,b,199,,0,15,Ad,1,0
13,201808全米オープン,マーテラー,3,3,丸,×,1,c,191,,15,15,Deuce,0,1
14,201808全米オープン,マーテラー,3,3,丸,×,2,c,154,,15,30,Ad,0,1
